Date,AAF.L,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AV.L,AZN.L,BA.L,BARC.L,BATS.L,BEZ.L,BKG.L,BP.L,BREE.L,BT-A.L,CCH.L,CNA.L,CPG.L,CRDA.L,DCC.L,DGE.L,DPLM.L,EDV.L,ENT.L,EXPN.L,FCIT.L,FERG.L,FLTR.L,FRES.L,GLEN.L,GSK.L,HIK.L,HLMA.L,HLN.L,HSBA.L,HSX.L,IAG.L,ICG.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,ITV.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MNDI.L,MNG.L,MRO.L,NG.L,NWG.L,NXT.L,OCDO.L,PHNX.L,PRU.L,PSH.L,PSN.L,PSON.L,RCP.L,REL.L,RIO.L,RKT.L,RMV.L,RR.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SKG.L,SMIN.L,SMT.L,SN.L,SPX.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TW.L,ULVR.L,UTG.L,UU.L,VOD.L,WPP.L,WTB.L
2021-03-29,78.85462188720703,2734.860595703125,2373.60546875,2971.333740234375,4274.9638671875,1649.91455078125,394.0964050292969,7386.25439453125,498.2723083496094,180.0634002685547,2815.781494140625,347.9994812011719,4587.82568359375,299.7570495605469,463.3879699707031,152.0506134033203,2325.410400390625,51.48772430419922,1462.271240234375,6340.9375,6388.6376953125,3023.149169921875,2548.018798828125,2460.26416015625,1508.9039306640625,2519.232177734375,799.3672485351562,8811.5166015625,15935.0,892.3264770507812,283.9784240722656,1315.8607177734375,2209.450439453125,2344.061767578125,,416.81365966796875,825.237060546875,192.1111297607422,1863.0384521484375,62.9931526184082,1158.880859375,1506.2991943359375,556.4107055664062,5592.8212890625,121.86958312988281,164.10885620117188,321.279296875,691.3450927734375,274.7550048828125,41.96415710449219,213.08062744140625,6971.6689453125,153.01414489746094,2088.16357421875,203.81825256347656,383.1587219238281,867.91552734375,203.6514434814453,7897.22216796875,2077.0,728.8519897460938,1495.812255859375,2523.248046875,2918.433349609375,767.27587890625,2382.749755859375,1824.672119140625,5458.54150390625,6823.029296875,579.3821411132812,106.03682708740234,244.72055053710938,579.34765625,605.9761352539062,935.427978515625,3447.847900390625,1510.606689453125,1099.75537109375,1373.9700927734375,11400.6005859375,1452.8162841796875,501.19049072265625,1259.671875,2337.155029296875,227.84495544433594,179.04071044921875,4374.59033203125,1069.2734375,924.7496948242188,132.01036071777344,928.2899780273438,3413.132568359375
2021-03-30,79.5533447265625,2794.75830078125,2417.542236328125,3029.145751953125,4315.93408203125,1688.3543701171875,404.8006286621094,7281.36474609375,512.2518920898438,188.80801391601562,2759.49609375,350.59649658203125,4630.27685546875,300.7546081542969,464.3866271972656,153.34762573242188,2339.388916015625,52.44675064086914,1475.2603759765625,6358.91748046875,6298.796875,3026.145751953125,2534.02978515625,2460.26416015625,1530.887939453125,2508.23974609375,801.3657836914062,8785.541015625,15780.0,856.17822265625,285.32501220703125,1313.6497802734375,2196.471435546875,2356.05712890625,,429.324951171875,848.0103759765625,201.90660095214844,1881.9981689453125,63.85990524291992,1165.87109375,1491.3504638671875,568.2024536132812,5592.8212890625,125.40998840332031,166.94796752929688,326.06854248046875,702.0149536132812,284.517822265625,43.001792907714844,213.878662109375,6909.708984375,154.56378173828125,2098.033935546875,208.49798583984375,399.6812438964844,854.9466552734375,211.7545623779297,8015.03125,2030.0,736.817626953125,1528.761962890625,2568.216064453125,2967.2900390625,774.0678100585938,2402.731201171875,1819.177734375,5556.1572265625,6748.1865234375,586.576904296875,108.5365219116211,243.7233123779297,584.2660522460938,605.57666015625,942.4161376953125,3441.862060546875,1534.5767822265625,1094.7564697265625,1374.4696044921875,11485.5302734375,1431.3634033203125,512.7717895507812,1276.1416015625,2289.25439453125,229.4417724609375,182.37844848632812,4336.16064453125,1076.2623291015625,915.7696533203125,133.60467529296875,945.2515258789062,3443.098876953125
2021-03-31,79.15408325195312,2768.461669921875,2411.551025390625,3090.9443359375,4323.9287109375,1687.3558349609375,400.8724060058594,7239.40869140625,504.2635498046875,185.59365844726562,2763.48046875,351.39556884765625,4596.109375,293.9215393066406,466.38397216796875,154.4451141357422,2306.439453125,54.0850830078125,1460.272705078125,6340.9375,6278.83349609375,2985.697021484375,2546.0205078125,2533.0947265625,1516.8980712890625,2495.248779296875,800.3665771484375,8659.6630859375,15505.0,862.9684448242188,283.5296325683594,1294.552978515625,2272.349853515625,2373.05029296875,,421.89794921875,859.397216796875,198.2082977294922,1838.09130859375,63.413787841796875,1151.8907470703125,1486.865966796875,559.4086303710938,5594.81884765625,119.82513427734375,164.8686065673828,317.5875549316406,688.1541137695312,278.0425109863281,42.43808364868164,213.08062744140625,6935.69140625,150.81463623046875,2028.9404296875,206.50660705566406,388.39471435546875,861.929931640625,210.62759399414062,7853.29345703125,2035.0,731.0425415039062,1492.9051513671875,2563.220458984375,2931.395751953125,770.6716918945312,2397.7353515625,1817.1798095703125,5528.26806640625,6754.42431640625,581.7804565429688,105.28692626953125,241.82858276367188,593.5939331054688,612.1698608398438,936.0269775390625,3397.965576171875,1535.575439453125,1136.7470703125,1375.967041015625,11390.6103515625,1451.8184814453125,498.694580078125,1271.64990234375,2301.229736328125,228.3938751220703,179.78797912597656,4329.75390625,1065.2799072265625,923.7518920898438,131.41246032714844,918.5121459960938,3422.12255859375
2021-04-01,80.90086364746094,2823.003173828125,2447.49951171875,3047.087158203125,4469.82568359375,1689.8519287109375,401.75634765625,7164.4873046875,509.6556701660156,183.67701721191406,2705.202392578125,349.1980895996094,4687.22314453125,289.0834655761719,465.8846740722656,156.09133911132812,2310.433349609375,55.943199157714844,1493.74462890625,6410.859375,6270.84814453125,3003.175048828125,2593.98291015625,2533.0947265625,1527.3905029296875,2544.214599609375,797.3688354492188,8937.396484375,15480.0,893.5248413085938,284.92608642578125,1284.10009765625,2315.280517578125,2437.02490234375,,421.89794921875,866.7884521484375,209.45310974121094,1892.475830078125,64.29330444335938,1171.8626708984375,1483.3779296875,571.60009765625,5712.66748046875,121.47067260742188,169.947021484375,324.9709777832031,699.6217041015625,282.42584228515625,42.67253875732422,217.86895751953125,7229.50927734375,152.3642578125,2066.77734375,208.49798583984375,403.89599609375,861.43115234375,211.11058044433594,8100.892578125,2092.0,709.9675903320312,1503.5653076171875,2593.198974609375,3015.149658203125,770.0725708007812,2392.915771484375,1833.1639404296875,5458.54150390625,6754.42431640625,595.1705932617188,108.90646362304688,237.9393768310547,601.5650634765625,624.3572998046875,947.008544921875,3454.830810546875,1564.5390625,1163.7413330078125,1357.6580810546875,11580.4521484375,1453.8143310546875,489.4095458984375,1287.1212158203125,2302.227294921875,227.4956512451172,182.12130737304688,4293.46044921875,1068.7744140625,926.3461303710938,133.1861572265625,931.8816528320312,3486.05029296875
2021-04-06,82.09864807128906,2886.310302734375,2459.482421875,3111.87646484375,4475.8212890625,1753.2525634765625,408.2378234863281,7175.4755859375,520.8392944335938,185.25424194335938,2750.032470703125,347.40020751953125,4689.29443359375,299.1086730957031,472.37603759765625,152.300048828125,2344.38134765625,55.663490295410156,1543.203369140625,6404.86572265625,6306.783203125,3075.582275390625,2621.96142578125,2533.0947265625,1577.853759765625,2531.222900390625,817.3531494140625,8995.337890625,15745.0,898.7174072265625,290.9108581542969,1296.3624267578125,2383.171142578125,2466.012939453125,,425.53668212890625,873.1810302734375,214.60072326660156,1899.4609375,65.59343719482422,1202.3201904296875,1492.8458251953125,570.2011108398438,5822.52587890625,122.91675567626953,170.5068359375,327.6649169921875,699.222900390625,288.1042785644531,42.73240661621094,217.27040100097656,7365.4248046875,152.61419677734375,2084.873291015625,213.3768768310547,405.8741455078125,872.3050537109375,210.78857421875,7907.2060546875,2077.0,724.1112060546875,1501.6270751953125,2648.160888671875,3082.9501953125,786.652587890625,2427.8857421875,1859.6373291015625,5604.96630859375,6754.42431640625,601.166259765625,111.7461166381836,241.32997131347656,605.8050537109375,627.3541870117188,952.9984130859375,3492.741455078125,1584.51416015625,1199.7332763671875,1372.1385498046875,11730.330078125,1517.67431640625,495.29998779296875,1303.5908203125,2332.16552734375,227.94476318359375,182.2209930419922,4364.44873046875,1084.2493896484375,937.3218994140625,134.1427459716797,940.0632934570312,3496.039306640625
2021-04-07,82.74744415283203,2910.17138671875,2478.455322265625,3120.84716796875,4451.837890625,1749.2589111328125,412.8535461425781,7091.5634765625,525.4325561523438,187.0311279296875,2764.476318359375,347.8995666503906,4744.17041015625,304.6947937011719,471.8767395019531,156.04144287109375,2366.346923828125,56.342796325683594,1561.1881103515625,6378.89501953125,6358.69189453125,3086.568603515625,2647.94140625,2533.0947265625,1578.853271484375,2534.22119140625,821.3499755859375,9119.2216796875,15535.0,908.7032470703125,292.3571472167969,1307.21728515625,2376.182861328125,2474.01025390625,,432.6148681640625,887.7639770507812,217.749267578125,1932.3909912109375,66.02682495117188,1209.3104248046875,1510.783203125,586.1898193359375,5838.50634765625,122.86688232421875,172.70614624023438,332.5539855957031,715.7760620117188,294.57965087890625,43.25121307373047,219.6645965576172,7273.48193359375,157.1131591796875,2113.38818359375,218.55447387695312,408.3178405761719,885.8723754882812,212.6668701171875,8050.9736328125,2114.0,739.2508544921875,1518.586181640625,2718.1123046875,3163.713134765625,792.6453247070312,2437.877197265625,1878.118896484375,5720.51123046875,6754.42431640625,602.365478515625,111.86609649658203,243.4241485595703,611.4017944335938,628.552978515625,958.1897583007812,3578.538330078125,1591.005859375,1188.735595703125,1379.62841796875,11655.3916015625,1509.19287109375,499.0939025878906,1316.06787109375,2355.117919921875,230.8888702392578,185.55946350097656,4412.48583984375,1088.24267578125,939.3175659179688,136.1555938720703,944.8523559570312,3500.0341796875
2021-04-08,84.54413604736328,3003.67138671875,2486.443603515625,3179.65625,4513.79443359375,1737.2774658203125,400.2200622558594,7235.41259765625,526.0316772460938,187.65005493164062,2847.65966796875,341.906494140625,4734.8515625,297.7121276855469,469.3800354003906,154.8441925048828,2403.289794921875,56.5425910949707,1579.1729736328125,6514.74365234375,6306.783203125,3182.94580078125,2689.908447265625,2773.533935546875,1594.8414306640625,2645.1435546875,829.343505859375,9259.0849609375,15480.0,909.9015502929688,293.5541076660156,1328.323974609375,2413.123291015625,2531.98681640625,,438.64617919921875,857.799072265625,214.4508056640625,1982.284912109375,65.7973861694336,1251.2515869140625,1555.1302490234375,589.5875854492188,6018.275390625,122.86688232421875,174.4256134033203,337.4430236816406,719.7647094726562,292.3879699707031,43.31607437133789,221.460205078125,7385.41259765625,156.21336364746094,2082.516357421875,217.6583709716797,402.1506042480469,901.335205078125,212.45220947265625,8192.7451171875,2137.0,744.6293334960938,1501.6270751953125,2758.084716796875,3155.736572265625,796.4408569335938,2442.87255859375,1902.59423828125,5732.4638671875,6754.42431640625,612.9578857421875,111.106201171875,244.0224609375,621.57763671875,654.3264770507812,979.7536010742188,3491.5966796875,1594.1192626953125,1201.7325439453125,1394.608154296875,11940.1552734375,1538.628173828125,503.78631591796875,1323.0545654296875,2386.0537109375,235.37989807128906,185.9082489013672,4447.17919921875,1093.7342529296875,955.0824584960938,135.97625732421875,948.0451049804688,3464.075439453125
2021-04-09,82.64762878417969,3002.697998046875,2480.452392578125,3139.7861328125,4569.7548828125,1727.2933349609375,397.46942138671875,7279.3671875,514.2489624023438,185.37403869628906,2775.435302734375,344.3037414550781,4798.0107421875,294.2706604003906,468.3813171386719,153.1480712890625,2409.281005859375,57.36175537109375,1557.1915283203125,6604.64404296875,6282.8251953125,3178.950927734375,2737.87109375,2771.538330078125,1565.3629150390625,2651.139404296875,832.3411865234375,9301.0458984375,15295.0,893.12548828125,287.96832275390625,1326.3138427734375,2429.097900390625,2557.9765625,,436.05419921875,853.4041137695312,210.05282592773438,1963.8240966796875,65.7973861694336,1239.2685546875,1536.6939697265625,583.7915649414062,6046.2392578125,122.41809844970703,183.34286499023438,343.1302490234375,714.5794067382812,295.2769470214844,43.156436920166016,218.467529296875,7473.357421875,156.8632049560547,2092.388916015625,217.06094360351562,404.01239013671875,898.3424682617188,211.05697631835938,8282.5986328125,2150.0,745.6253662109375,1509.3797607421875,2773.07421875,3200.60498046875,804.83056640625,2427.8857421875,1908.588134765625,5640.82470703125,6754.42431640625,617.9542236328125,111.86609649658203,244.92001342773438,614.9633178710938,651.5293579101562,970.9682006835938,3440.70458984375,1611.5987548828125,1192.2347412109375,1398.1031494140625,12229.91796875,1538.1295166015625,496.6977844238281,1340.5228271484375,2401.022705078125,233.93276977539062,189.39620971679688,4409.8173828125,1081.7532958984375,955.68115234375,134.1627197265625,941.4598999023438,3462.076904296875
2021-04-12,83.94525146484375,2950.10400390625,2459.482421875,3193.61083984375,4538.77685546875,1697.340087890625,400.90777587890625,7217.43212890625,504.2635498046875,187.7498779296875,2777.925537109375,344.2038879394531,4755.5595703125,297.662109375,465.38531494140625,151.701416015625,2437.237548828125,57.98113250732422,1571.67919921875,6562.6904296875,6260.86572265625,3157.977783203125,2739.8701171875,2739.613037109375,1571.858154296875,2646.14306640625,840.3349609375,9211.1298828125,15085.0,885.5361938476562,285.47467041015625,1304.2020263671875,2427.100830078125,2533.98583984375,,431.2191467285156,865.1903686523438,206.25457763671875,1978.293212890625,65.3130111694336,1236.272705078125,1548.1544189453125,575.5973510742188,5976.3291015625,121.47067260742188,182.66307067871094,333.9508361816406,707.9981079101562,295.0777282714844,44.288848876953125,215.47474670410156,7495.34375,154.813720703125,2078.128662109375,216.26438903808594,399.3578796386719,897.2450561523438,213.36448669433594,8086.916015625,2100.0,733.8721923828125,1504.5341796875,2773.07421875,3127.818603515625,795.8414306640625,2427.8857421875,1909.087890625,5622.89501953125,6895.79150390625,600.1671142578125,108.20655822753906,244.42141723632812,617.8463745117188,646.334716796875,964.3792724609375,3436.713134765625,1590.6234130859375,1180.7373046875,1398.6026611328125,12010.0986328125,1529.64794921875,496.09869384765625,1331.539306640625,2426.968994140625,231.53758239746094,184.214111328125,4414.62109375,1088.741943359375,967.4551391601562,134.34207153320312,937.4691162109375,3442.099853515625
2021-04-13,84.64395904541016,2971.53125,2454.48974609375,3193.61083984375,4556.763671875,1722.8001708984375,401.0059509277344,7159.4921875,501.8670654296875,186.49209594726562,2780.41552734375,336.61260986328125,4749.34716796875,297.5127258300781,464.3866271972656,150.45428466796875,2462.198974609375,56.94218063354492,1557.1915283203125,6622.6240234375,6252.8779296875,3151.486083984375,2769.846923828125,2764.554931640625,1603.8348388671875,2644.144287109375,839.3355712890625,9201.140625,15235.0,906.306640625,286.1728820800781,1294.351806640625,2427.100830078125,2539.9833984375,,425.5865783691406,854.203125,203.3059539794922,1982.7838134765625,65.10906982421875,1238.76904296875,1548.6527099609375,577.5958251953125,5980.32421875,122.56770324707031,188.1013641357422,339.8376770019531,714.7788696289062,292.6867980957031,43.650306701660156,216.0733642578125,7617.26806640625,157.1631622314453,2070.45068359375,216.0652618408203,405.2923583984375,891.1597290039062,212.72052001953125,8084.91845703125,2151.0,736.8603515625,1511.802490234375,2763.081787109375,3166.704345703125,791.6465454101562,2427.8857421875,1906.59033203125,5678.67578125,6877.0810546875,616.3554077148438,107.68661499023438,242.12774658203125,611.0626831054688,651.928955078125,978.3558959960938,3431.72412109375,1606.6044921875,1202.732421875,1404.09521484375,12055.0634765625,1507.6964111328125,490.7073974609375,1350.5042724609375,2388.0498046875,231.63739013671875,187.30343627929688,4417.2890625,1108.2105712890625,944.7053833007812,133.60467529296875,949.0427856445312,3449.092041015625
