Date,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0012.HK,0016.HK,0017.HK,0019.HK,0020.HK,0023.HK,0027.HK,0066.HK,0101.HK,0151.HK,0175.HK,0241.HK,0267.HK,0268.HK,0285.HK,0288.HK,0291.HK,0316.HK,0322.HK,0386.HK,0388.HK,0669.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0868.HK,0881.HK,0883.HK,0939.HK,0941.HK,0960.HK,0968.HK,0992.HK,1038.HK,1044.HK,1088.HK,1093.HK,1109.HK,1113.HK,1177.HK,1209.HK,1211.HK,1299.HK,1378.HK,1398.HK,1448.HK,1515.HK,1810.HK,1876.HK,1929.HK,1997.HK,2007.HK,2018.HK,2020.HK,2269.HK,2313.HK,2318.HK,2319.HK,2331.HK,2382.HK,2388.HK,2628.HK,3328.HK,3690.HK,3988.HK,6098.HK,6862.HK,9618.HK,9626.HK,9633.HK,9988.HK,9999.HK
2021-09-06,45.055999755859375,61.81161880493164,10.195420265197754,31.629037857055664,37.590476989746094,26.02988624572754,85.41902160644531,26.48249626159668,36.421051025390625,,9.786798477172852,47.55900573730469,37.08038330078125,13.828601837158203,4.325122356414795,25.851037979125977,13.039999961853027,7.289303302764893,27.899999618530273,34.836708068847656,4.467157363891602,59.285430908203125,72.18367004394531,9.908821105957031,2.610440254211426,438.6290588378906,159.78244018554688,14.49223804473877,452.08544921875,3.2171859741210938,52.04564666748047,2.438154935836792,25.007823944091797,56.01005172729492,5.116786956787109,4.085292816162109,36.81904602050781,28.458974838256836,16.221437454223633,6.908108234405518,36.71427917480469,34.57570266723633,11.811059951782227,8.610414505004883,23.91168212890625,39.32867431640625,6.291446208953857,34.641109466552734,88.57656860351562,86.2361831665039,7.20378303527832,3.2446930408477783,5.224470138549805,6.5131001472473145,24.950000762939453,17.732345581054688,12.385831832885742,32.892372131347656,8.155628204345703,42.049129486083984,143.36154174804688,120.30000305175781,153.9558563232422,46.953765869140625,42.2301139831543,88.7410659790039,227.2935333251953,18.163532257080078,11.126762390136719,3.3259499073028564,247.39999389648438,1.979101538658142,52.25,26.408977508544922,312.7623596191406,692.0,37.72174072265625,166.89974975585938,146.17701721191406
2021-09-07,44.25215148925781,61.329345703125,10.211758613586426,31.323442459106445,37.11565399169922,25.879426956176758,85.26200866699219,26.263633728027344,36.421051025390625,,9.574373245239258,48.12017822265625,37.08038330078125,13.739093780517578,4.325122356414795,26.49846839904785,13.119999885559082,7.207735061645508,27.950000762939453,34.360801696777344,4.387126922607422,57.24110794067383,72.09785461425781,9.795252799987793,2.6438217163085938,443.0329895019531,159.2327423095703,14.31550121307373,461.4852600097656,3.2326531410217285,51.752220153808594,2.4520082473754883,25.128833770751953,55.9680061340332,5.143128395080566,4.078150749206543,37.081504821777344,27.735443115234375,16.005868911743164,6.941360950469971,35.74279022216797,34.028114318847656,12.023632049560547,8.481257438659668,23.590721130371094,38.92238235473633,6.227153301239014,34.25333786010742,87.47823333740234,86.37263488769531,7.6259331703186035,3.2446930408477783,5.172741889953613,6.134746074676514,25.0,17.322866439819336,12.69470500946045,33.89290237426758,7.824484348297119,41.65797805786133,146.01132202148438,120.0999984741211,155.5358123779297,47.3402214050293,42.41115951538086,95.19335174560547,226.3238525390625,18.356761932373047,11.1597318649292,3.340442419052124,257.3999938964844,1.9862720966339111,51.07015609741211,27.277694702148438,313.7508544921875,705.0,37.72174072265625,168.88665771484375,147.65756225585938
2021-09-08,44.05118942260742,61.329345703125,10.162741661071777,30.903249740600586,37.5113410949707,25.5408878326416,85.41902160644531,26.19068145751953,36.42104721069336,,9.680587768554688,50.50514221191406,36.953250885009766,13.410906791687012,4.34942102432251,25.666057586669922,13.119999885559082,7.207735061645508,27.549999237060547,34.9794807434082,4.190688133239746,57.059383392333984,74.3294448852539,9.724273681640625,2.6304690837860107,438.6290588378906,150.98709106445312,14.31550121307373,469.5422058105469,3.2094526290893555,51.34876251220703,2.431227922439575,24.362462997436523,55.88390350341797,5.0904459953308105,4.049582004547119,36.48159408569336,27.81583595275879,15.718446731567383,6.808351516723633,35.74279022216797,33.636993408203125,11.957201957702637,8.283217430114746,24.08205795288086,39.00364303588867,6.217968940734863,34.81346130371094,87.09059143066406,86.09974670410156,7.830198287963867,3.230142831802368,5.084066390991211,6.071686744689941,24.5,17.322866439819336,12.509380340576172,35.01849365234375,7.87178897857666,41.55972671508789,151.58493041992188,122.0,153.29290771484375,47.185638427734375,42.77326583862305,91.3042984008789,226.1299285888672,18.472698211669922,11.044342041015625,3.318704128265381,261.0,1.979101538658142,52.29212951660156,28.493898391723633,319.6818542480469,697.5,36.650630950927734,169.78074645996094,148.54580688476562
2021-09-09,43.408103942871094,61.289146423339844,10.211758613586426,30.865053176879883,37.5113410949707,25.69135284423828,86.04711151123047,26.227157592773438,36.52733612060547,,9.756452560424805,49.803688049316406,36.74136734008789,13.500411033630371,4.373718738555908,25.064870834350586,12.65999984741211,7.333797931671143,26.450000762939453,32.8378791809082,4.256168365478516,57.01396179199219,71.02495574951172,9.724273681640625,2.667086124420166,433.5205078125,152.17811584472656,14.170900344848633,429.70501708984375,3.20171856880188,51.27540588378906,2.4287126064300537,23.79776954650879,56.094154357910156,5.182640552520752,4.0567240715026855,36.181644439697266,27.936426162719727,15.8262300491333,6.775099754333496,35.5403938293457,33.989009857177734,12.262775421142578,8.35210132598877,23.556779861450195,38.963016510009766,6.0802001953125,32.228294372558594,84.76473236083984,84.91718292236328,8.960471153259277,3.208317279815674,5.12101411819458,6.026645183563232,23.600000381469727,16.717546463012695,12.617486953735352,34.7266731262207,7.833944797515869,40.28247833251953,147.65597534179688,119.80000305175781,152.32159423828125,46.06493377685547,43.180625915527344,92.09978485107422,225.9359893798828,18.434053421020508,10.89598560333252,3.3331961631774902,248.60000610351562,1.9862720966339111,50.31169128417969,26.930206298828125,301.69110107421875,635.5,36.604061126708984,159.94558715820312,132.16140747070312
2021-09-10,44.41291809082031,61.61066818237305,10.22809886932373,31.24704360961914,37.550907135009766,25.879426956176758,87.06773376464844,26.37306785583496,36.7044792175293,,10.150960922241211,49.289276123046875,37.29227066040039,13.575749397277832,4.365619659423828,25.111114501953125,13.260000228881836,7.3857035636901855,26.399999618530273,33.21861267089844,4.350749969482422,57.78626251220703,67.8062973022461,10.036584854125977,2.695160150527954,443.9137878417969,153.2775421142578,14.379769325256348,438.65716552734375,3.2249200344085693,51.38545227050781,2.4722118377685547,23.717098236083984,55.169063568115234,5.314345836639404,4.1210036277771,36.594078063964844,28.981531143188477,16.167545318603516,6.849916458129883,35.864219665527344,34.030941009521484,12.209632873535156,8.499696731567383,24.48611831665039,39.65370559692383,6.236338138580322,33.003841400146484,84.50629425048828,86.6910171508789,9.110267639160156,3.2519679069519043,5.03972864151001,6.017636299133301,24.100000381469727,17.038007736206055,12.787364959716797,34.309783935546875,8.01370906829834,40.62635040283203,152.40728759765625,118.5999984741211,155.50050354003906,46.374088287353516,43.76904296875,92.63011932373047,225.54812622070312,18.743221282958984,11.060827255249023,3.362180471420288,259.3999938964844,2.022125482559204,51.196571350097656,28.928255081176758,317.5071716308594,658.5,36.278072357177734,166.80039978027344,136.30685424804688
2021-09-13,44.37272644042969,61.53029251098633,10.211758613586426,31.094247817993164,37.550907135009766,25.879426956176758,86.28264617919922,26.51897430419922,36.84619903564453,,10.181304931640625,46.76401901245117,37.37702560424805,13.696290969848633,4.3413214683532715,24.787397384643555,12.619999885559082,7.4986348152160645,26.0,31.886058807373047,4.2779951095581055,54.10647964477539,67.37715148925781,10.150153160095215,2.758328676223755,447.4369201660156,154.28533935546875,14.556503295898438,427.91455078125,3.1939857006073,50.83527755737305,2.5954599380493164,23.19274139404297,55.084964752197266,5.45922327041626,4.142430305480957,36.6690673828125,28.539369583129883,15.790302276611328,6.575587749481201,35.66183090209961,33.628684997558594,12.67463493347168,8.438921928405762,24.48611831665039,40.01936340332031,6.18106746673584,33.39162063598633,82.69729614257812,85.73587036132812,9.450711250305176,3.2592427730560303,4.9658331871032715,5.864492893218994,23.399999618530273,16.521703720092773,12.617486953735352,32.85068130493164,8.108322143554688,40.3807258605957,147.47323608398438,115.19999694824219,151.88009643554688,45.71712875366211,43.995357513427734,88.8294448852539,223.9966278076172,18.936447143554688,11.077310562133789,3.3984110355377197,247.8000030517578,2.04363751411438,49.595359802246094,28.276718139648438,309.5991516113281,635.0,35.48637771606445,159.74691772460938,132.60227966308594
2021-09-14,43.890419006347656,61.289146423339844,10.130064010620117,30.712255477905273,37.43220138549805,25.42803955078125,84.71243286132812,26.00829315185547,36.20846939086914,,10.2420015335083,45.78197479248047,36.91086959838867,13.500411987304688,4.389918804168701,24.509929656982422,11.760000228881836,7.31794548034668,25.350000381469727,31.64810562133789,4.154311180114746,53.28874969482422,64.37307739257812,10.363093376159668,2.7372727394104004,444.3541564941406,152.8194580078125,14.31550121307373,423.2593994140625,3.186251401901245,50.68856430053711,2.696958541870117,23.19274139404297,53.655277252197266,5.426296710968018,4.0424394607543945,36.48159408569336,28.016817092895508,15.700480461120605,6.816664695739746,35.499908447265625,33.50801467895508,12.342490196228027,8.421557426452637,23.677997589111328,39.77558898925781,6.14422082901001,32.05595779418945,84.95854949951172,85.19007873535156,9.096649169921875,3.201042652130127,5.002781391143799,5.855484485626221,23.25,16.46829605102539,12.385831832885742,32.600547790527344,7.681917190551758,39.84035110473633,145.28033447265625,117.30000305175781,148.43629455566406,44.51912307739258,42.86378860473633,87.4594497680664,219.14820861816406,18.737268447875977,10.94543743133545,3.3476879596710205,245.0,2.0149548053741455,47.3199577331543,27.277694702148438,309.9945373535156,619.5,35.4398078918457,157.26327514648438,132.10862731933594
2021-09-15,43.64926528930664,61.89200210571289,10.17908000946045,30.63585090637207,37.471771240234375,25.5408878326416,83.84882354736328,25.752952575683594,35.42903518676758,,10.090266227722168,36.61623001098633,36.868507385253906,13.319602966308594,4.398017406463623,24.417438507080078,11.220000267028809,7.31794548034668,24.75,29.792049407958984,4.161586284637451,52.19843673706055,64.80221557617188,10.306310653686523,2.7232353687286377,444.3541564941406,149.61280822753906,13.978100776672363,405.89215087890625,3.163050889968872,49.88166046142578,2.733207941055298,22.30536651611328,52.3096923828125,5.413126468658447,4.0567240715026855,36.48159408569336,27.53446388244629,15.898087501525879,6.650404453277588,35.5403938293457,33.50801467895508,12.302633285522461,8.265281677246094,22.991090774536133,38.88175582885742,5.923139572143555,31.926692962646484,83.47258758544922,81.86979675292969,8.98770809173584,3.201042652130127,4.914105415344238,5.864492893218994,23.200000762939453,16.32586669921875,12.416719436645508,32.51716995239258,7.0092620849609375,39.398223876953125,142.99603271484375,117.4000015258789,151.70347595214844,43.82351303100586,43.90483093261719,90.59719848632812,219.92396545410156,18.54044532775879,10.879500389099121,3.340442419052124,234.0,2.0149548053741455,45.67660903930664,26.843338012695312,291.6083984375,601.0,35.2535285949707,152.991455078125,127.17180633544922
2021-09-16,43.16695022583008,61.61066818237305,10.097387313842773,30.559457778930664,37.66961669921875,25.164731979370117,82.59266662597656,25.42465591430664,35.18103790283203,,9.771625518798828,36.569461822509766,36.953250885009766,13.22919750213623,4.389918804168701,23.215065002441406,11.039999961853027,7.227600574493408,24.25,29.173364639282227,4.1033830642700195,51.83500289916992,67.03382110595703,10.107564926147461,2.744291305541992,433.5205078125,147.96368408203125,13.639989852905273,403.74365234375,3.1321163177490234,49.111427307128906,2.754957437515259,21.902013778686523,50.880008697509766,5.419711112976074,4.0424394607543945,35.76921081542969,26.52955436706543,15.143599510192871,6.650404453277588,35.94518280029297,33.50801467895508,12.076774597167969,7.970094203948975,22.223373413085938,37.419124603271484,5.775752067565918,30.375598907470703,80.43605041503906,80.14143371582031,8.688117980957031,3.1719419956207275,4.751533508300781,5.648290634155273,22.649999618530273,16.521703720092773,12.061513900756836,32.30873107910156,6.502333641052246,38.759605407714844,138.8843536376953,116.4000015258789,148.52459716796875,44.364540100097656,43.58799362182617,87.90137481689453,214.4937286376953,18.382993698120117,10.797080993652344,3.318704128265381,232.60000610351562,2.000613212585449,40.78871154785156,25.800878524780273,290.4222106933594,584.5,35.53295135498047,150.5078125,129.9364471435547
2021-09-17,42.20231628417969,60.806880950927734,10.048370361328125,30.750452041625977,36.601253509521484,25.08949851989746,82.74968719482422,25.278749465942383,34.79131317138672,,9.619893074035645,37.551509857177734,37.165138244628906,13.45521068572998,4.4790120124816895,23.816251754760742,12.020000457763672,7.099610805511475,24.549999237060547,30.220369338989258,4.1688618659973145,53.107032775878906,69.3941650390625,10.263721466064453,2.716216802597046,433.168212890625,146.7726287841797,13.277132987976074,413.4119873046875,3.1321163177490234,48.891357421875,2.754957437515259,21.21631622314453,52.18354034423828,5.314345836639404,4.035297870635986,35.84419631958008,26.167787551879883,15.341201782226562,7.016177177429199,35.25703811645508,33.22642517089844,11.678201675415039,8.369464874267578,23.031497955322266,37.50038146972656,5.858657360076904,31.840526580810547,83.14955139160156,80.14143371582031,8.265966415405273,3.1573917865753174,4.795870780944824,5.855484485626221,23.0,17.07361602783203,12.416719436645508,31.01637840270996,6.794792175292969,39.29998016357422,143.1787872314453,123.0999984741211,149.9374237060547,42.123130798339844,45.26271438598633,92.71849822998047,218.56639099121094,18.382993698120117,10.66520881652832,3.2969658374786377,240.8000030517578,1.9862720966339111,42.01068115234375,27.190820693969727,303.86578369140625,585.0,36.09178924560547,153.8855438232422,127.07304382324219
