Symbol,Description,Price,Price - Currency,Price Change % 1 day,Performance % 1 week,Performance % 1 month,Performance % 3 months,Performance % 6 months,Performance % Year to date,Performance % 1 year,Performance % 5 years,Performance % 10 years,Performance % All Time,Volatility 1 week,Volatility 1 month,Simple Moving Average (50) 1 day,Simple Moving Average (200) 1 day,"Earnings per share basic, Annual","Earnings per share basic, Annual - Currency","Earnings per share diluted, Annual","Earnings per share diluted, Annual - Currency","EBITDA, Annual","EBITDA, Annual - Currency","Gross profit, Annual","Gross profit, Annual - Currency","Net income, Annual","Net income, Annual - Currency","Free cash flow, Annual","Free cash flow, Annual - Currency","Debt to revenue ratio, Annual","Debt to equity ratio, Annual",Market capitalization,Market capitalization - Currency,"Dividends per share, Annual","Dividends per share, Annual - Currency",Beta 5 years,Sector,Index,Analyst Rating,Country or region of registration,"Fiscal period end date, Annual",Industry,Volatility 1 day
NVDA,NVIDIA Corporation,178.1,USD,0.25895068678226074,6.665868120021558,-0.9675266903914641,-5.552314790263563,-7.34815970867473,-6.181684094081709,103.63594786187973,1149.5834137271754,19928.11357885859,406983.8533309562,1.9607417260000382,2.5541529653848745,182.3155999999998,180.1484,4.9291,USD,4.8979,USD,133230000000,USD,153463000000,USD,120067000000,USD,83676000000,USD,0.05284850281099204,0.07255249756823251,4327830148315.0005,USD,0.04,USD,2.3347187,Electronic technology,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2026-01-31,Semiconductors,2.6315789473684172
AAPL,Apple Inc.,253.5,USD,-2.0706173221046176,2.254850550603043,-1.9835285929706514,-3.6854103343465003,-1.6698667597602865,-6.888762373510127,43.058690744921,96.58782473827067,822.237380627558,197409.89497304204,2.2862843502521555,2.0765623465428282,260.68240000000003,249.7491,7.4931,USD,7.465,USD,144748000000,USD,195201000000,USD,112010000000,USD,98767000000,USD,0.2700325114559029,1.5241072518410999,3721668900879,USD,1.02,USD,1.1087966,Electronic technology,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Information Technology, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-09-30,Telecommunications equipment,5.356125356125366
GOOG,Alphabet Inc.,303.93,USD,2.106430155210637,9.508539309649054,2.6540841416952645,-3.3823950154178677,24.022688321227456,-4.301142983091397,111.9603877536788,166.84401833219198,715.5144424916483,973.0658150210785,2.296180033771504,2.2605720678123893,309.02279999999996,266.72080000000005,10.9087,USD,10.807,USD,153801000000,USD,240427000000,USD,132170000000,USD,73266000000,USD,0.16625885319211242,0.16133312463126,3686829383270,USD,0.83,USD,1.1347845,Technology services,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-12-31,Internet software/Services,2.9364474909029403
MSFT,Microsoft Corporation,372.29,USD,-0.15822784810125912,2.12316554656426,-9.020039100684254,-22.399974987233062,-28.725817722342942,-23.141715783932195,6.101801185590523,47.28409225778376,578.494623655914,382823.7937525072,1.5235263002335595,1.831237759899731,400.1682000000003,475.8495000000003,13.7,USD,13.6413,USD,162681000000,USD,193893000000,USD,101832000000,USD,71611000000,USD,0.39820533571864664,0.326610942735946,2764487448958.9995,USD,3.32,USD,1.1076483,Technology services,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Information Technology, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, ISE CTA Cloud Computing, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-06-30,Packaged software,1.7241379310344809
AMZN,"Amazon.com, Inc.",213.77,USD,0.46054795808074545,4.356952817984335,-0.5674682543374104,-10.7841909770043,-4.988999755550121,-7.59488199187343,31.956790123456795,29.131051979824232,614.0423541986773,175302.46484073717,2.217657809087613,2.171465004685742,214.05920000000017,224.54569999999995,7.2888,USD,7.1737,USD,150370000000,USD,360510000000,USD,77670000000,USD,7695000000,USD,0.23703209824193358,0.413399340736866,2294804086324,USD,0,USD,1.3833811,Retail trade,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Consumer Discretionary, Nasdaq US Large Cap Growth, NASDAQ Industrials, ISE CTA Cloud Computing, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-12-31,Internet retail,2.341265096257329
2222,Saudi Arabian Oil Co.,26.98,SAR,-1.9622093023255782,-1.8909090909090893,-1.172161172161173,14.41899915182359,8.484117410534779,13.21863197650022,5.596868884540116,-8.200049652885077,-7.287271299480454,-7.287271299480454,1.0174224687406868,1.1836819754093828,26.228000000000044,24.914349999999995,0.38303518000000003,USD,0.38303518000000003,USD,221568375600,USD,220255477200,USD,92648780400,USD,84280251000,USD,0.2175778660175538,0.243711779388149,1770170177401.446,USD,0.35481798,USD,0.59700376,Energy minerals,"Tadawul All Shares, Tadawul Energy",Buy,Saudi Arabia,2025-12-31,Integrated oil,3.3809166040570946
AVGO,Broadcom Inc.,333.97,USD,6.214419743663143,11.550151975683905,1.7332764713050004,-2.2622183201638753,-3.4070860448300717,-5.330593154276792,131.13710291369645,584.3928029837289,2020.7137414274832,20140.606060606067,2.6523681957670484,3.4619425942003264,324.8886999999996,328.5851750000001,4.9079,USD,4.7653,USD,34926000000,USD,41339000000,USD,23126000000,USD,26914000000,USD,1.0402898868314367,0.817558923387295,1581237067303,USD,2.36,USD,1.252881,Electronic technology,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-10-31,Semiconductors,6.1280298321939
2330,"Taiwan Semiconductor Manufacturing Co., Ltd.",1950,TWD,4.838709677419355,5.978260869565218,9.859154929577464,17.46987951807229,35.416666666666664,25.40192926045016,144.66750313676286,221.78217821782178,1166.2337662337663,46847.452558997305,1.5518529842199333,2.1419030975039517,1838.3000000000015,1441.549999999999,2.111221948,USD,2.111037131,USD,83603701653.42499,USD,71268402659.98999,USD,54740329909.354996,USD,34347104291.239994,USD,0.2804936973079705,0.197139365587921,1511331387772.9688,USD,0.7010320712249999,USD,1.4105784,Electronic technology,"FTSE TWSE Taiwan 50, STOXX Emerging Markets 1500, STOXX Asia 100, STOXX Global 200, STOXX East Asia 1800, STOXX East Asia 1800 ex Japan, STOXX Emerging Markets 50",Strong buy,Taiwan,2025-12-31,Semiconductors,4.675324675324675
META,"Meta Platforms, Inc.",575.05,USD,0.3542633764964526,4.558347576275489,-11.244019138755984,-12.291806479165402,-19.940134349657168,-13.229469236862963,18.542568542568528,82.64252818802602,411.29190006223877,1267.5386444708681,2.2593252106235355,2.5928245805256482,636.4758000000002,683.8261250000005,23.9818,USD,23.488,USD,101892000000,USD,164791000000,USD,60458000000,USD,46109000000,USD,0.42336017037707874,0.391639776655635,1454620830860.0002,USD,2.1,USD,1.3095027,Technology services,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-12-31,Internet software/Services,1.8529995042141851
TSLA,"Tesla, Inc.",346.65,USD,-1.7487670766963368,-4.110536361373133,-12.921701122861665,-20.474879559532003,-19.721636831013644,-24.27916120576672,54.90660470104566,53.525500964176075,1851.493741371262,27267.14127255431,3.430520346027056,3.1461273408322663,399.50049999999965,397.2210250000003,1.1764,USD,1.0754,USD,10997000000,USD,17094000000,USD,3794000000,USD,6220000000,USD,0.1552195049933036,0.179200603869145,1300780489951,USD,0,USD,1.91565,Consumer durables,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, Nasdaq US Large Cap Growth, NASDAQ Industrials, NASDAQ Clean Edge Green Energy, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Neutral,United States,2025-12-31,Motor vehicles,4.619855295931676
BRK.A,Berkshire Hathaway Inc.,716880,USD,0.05303558967201674,0.21232633421079555,-4.032128514056225,-4.032128668221487,-4.451573316243871,-4.416,2.105333555875714,81.27039475264587,239.2679511188748,292504.0816326531,0.7864658139542524,1.0488295404954775,733766.909200001,735998.7170499994,46563,USD,46563,USD,72356000000,USD,87775000000,USD,66968000000,USD,25042000000,USD,0.36489484282960555,0.18892446394645201,1030500297159,USD,0,USD,0.6992647,Finance,Nasdaq US Large Cap Growth,Buy,United States,2025-12-31,Property/Casualty insurance,1.1647093787727612
WMT,Walmart Inc.,122.49,USD,-3.391434655729956,-0.7615652596613561,-0.004081799257120424,7.273284582037915,18.772423155240958,9.930446488669507,52.65453639082752,161.63785424919612,433.8811182867685,696736.9552850153,1.882159783312526,1.962792051912359,124.76000000000016,109.56140000000013,2.7424,USD,2.7291,USD,44028000000,USD,163565000000,USD,21893000000,USD,14923000000,USD,0.09408087632140198,0.67352961843862,976539546055,USD,0.94,USD,0.6615582,Retail trade,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Consumer Staples, S&P 500 ESG, NASDAQ Industrials, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2026-01-31,Specialty stores,4.105427374989736
LLY,Eli Lilly and Company,931.09,USD,0.4347075701680675,4.208217215637559,-4.50358974358974,-13.547818012999068,9.322640866982114,-13.499628390932743,33.40736176980501,408.9314020224106,1149.6175010065763,33051.46297400052,3.0824547504384965,2.5442194866435206,991.4594000000018,899.3315999999996,23.0023,USD,22.9512,USD,31693000000,USD,54127000000,USD,20640000000,USD,8972000000,USD,0.6729928351156047,1.6530996796683601,879711406238,USD,6,USD,0.5038299,Health technology,"S&P 500, S&P 500 Health Care, S&P 500 ESG, Nasdaq US Large Cap Growth, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Pharmaceuticals: major,3.8071006948521626
005930,"Samsung Electronics Co., Ltd.",210500,KRW,7.124681933842239,17.59776536312849,21.32564841498559,52.20535068691251,123.93617021276596,75.12479201331115,282.72727272727275,145.6242707117853,744.7030497592295,66403.82864595078,4.816355002422012,4.388233915966623,182132,112686,4.557545771999999,USD,4.556344965,USD,62454121800,USD,88883840400,USD,30540059640,USD,26077148610,USD,0.07565554483625528,0.0594823251514969,832629787928.8334,USD,1.15092,USD,1.2596275,Electronic technology,"KOSPI Composite, KOSPI 200, KOSPI 50, KOSPI 100, KRX 100 Consolidated, KTOP 30, KRX Semiconductor, KRX 300 Regular, KRX IT, KOSPI LargeCap, STOXX Emerging Markets 1500, STOXX Asia 100, STOXX Global 200, STOXX East Asia 1800, STOXX East Asia 1800 ex Japan, STOXX Emerging Markets 50",Strong buy,South Korea,2025-12-31,Telecommunications equipment,8.674698795180722
JPM,JP Morgan Chase & Co.,297.4,USD,0.6600101540023655,3.0956425278191664,3.86254103513306,-10.189043908920702,-2.507785608916582,-7.782945736434115,44.53030082130532,93.1168831168831,410.47030552694815,3012.278861023144,1.6528405791434548,2.0679720601532874,298.8819999999999,302.64520000000033,20.0544,USD,20.0183,USD,,,,,56780000000,USD,100867000000,USD,3.510479487151923,2.7029892009116003,802097440326,USD,5.8,USD,1.0428045,Finance,"S&P 500, Dow Jones Industrial Average, S&P 500 Financials, Nasdaq US Large Cap Growth, KBW NASDAQ Bank, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Major banks,1.8728506017461062
XOM,Exxon Mobil Corporation,163.91,USD,0.33053804248025465,-5.073261133954938,7.0257917074763245,36.819699499165274,43.24666812322482,36.489299691897735,63.27323438589501,193.06275701770068,98.05461575640405,7501.623188405797,3.330079935211761,2.8562865494228453,152.86320000000006,124.29304999999995,6.7001,USD,6.7001,USD,59931000000,USD,70233000000,USD,28844000000,USD,23612000000,USD,0.15586977663203716,0.194640420068932,682974248716,USD,4,USD,0.28837824,Energy minerals,"S&P 500, S&P 500 Energy, S&P 500 ESG, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Integrated oil,2.763182295852135
V,Visa Inc.,302.55,USD,-0.25714568291958356,0.3149867374005267,-4.269961556107518,-15.287694246115068,-13.918684382735373,-13.525023580186923,0.15890356539875466,37.54148292949039,289.33213228670706,1933.9495798319329,1.9416170938151234,1.90095815568153,314.88280000000026,336.0194999999999,10.2311,USD,10.0982,USD,28086000000,USD,30925000000,USD,19853000000,USD,21577000000,USD,0.6521,0.688068796328049,576663108037,USD,2.36,USD,0.79903203,Finance,"S&P 500, Dow Jones Industrial Average, S&P 500 Financials, S&P 500 ESG, Nasdaq US Large Cap Growth, KBW NASDAQ Financial Technology, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-09-30,Finance/Rental/Leasing,1.2822130712008468
JNJ,Johnson & Johnson,238.41,USD,-1.0623729094908088,-1.8929262170281036,0.12388971715347101,16.15024846536101,25.478947368421053,15.274151436031334,57.59518773135907,45.3719512195122,118.72477064220183,38046.02723550504,1.5446003479516857,1.586301108839409,239.71779999999998,199.29285000000056,11.134,USD,11.0332,USD,33627000000,USD,64626000000,USD,26804000000,USD,19698000000,USD,0.5238272207946654,0.604986265083881,574237501202.9999,USD,5.14,USD,0.3287645,Health technology,"S&P 500, Dow Jones Industrial Average, S&P 500 Health Care, Nasdaq US Large Cap Growth, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Pharmaceuticals: major,2.101605864158302
700,Tencent Holdings Ltd,508,HKD,3.843008994276372,0.7936507936507936,1.0945273631840795,-17.865804365400162,-24.06576980568012,-15.40383014154871,15.245009074410161,-12.390699397544836,244.62947796798548,62883.53501289426,1.3518118402370525,2.8693035237892044,539.9859999999999,582.5445000000001,3.4479434759999994,USD,3.364932624,USD,43269344748.940796,USD,58874757567.89448,USD,31324509021.873383,USD,,,0.5551926993737176,0.35211913162217895,564336654548.2786,USD,0.6808379999999999,USD,1.3604118,Technology services,"Hang Seng, Hang Seng China Enterprises, Hang Seng TECH",Strong buy,China,2025-12-31,Packaged software,4.151696606786429
ASML,ASML Holding NV,1208.8,EUR,8.529358951337764,4.296807592752369,12.761194029850742,15.918680475642502,43.036327061886155,31.477050250163146,112.59233204361588,128.72280037842953,1270.521588566494,4624.75106117047,2.679085266834203,4.1756828905334356,1191.7560000000003,910.3444999999992,29.051035046,USD,29.021202491999997,USD,14577195963,USD,19784386048,USD,11286336394,USD,13019325899,USD,0.1421084693255947,0.236704704214723,493370023780.0646,USD,8.808824999999999,USD,2.180432,Electronic technology,"AEX, Euronext 100, Euro Stoxx 50, STOXX Europe 600, STOXX Global 1800, STOXX Europe Total Market, EURO STOXX, STOXX Europe 50, STOXX Europe 600 ex UK, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex North America, STOXX Global 150, STOXX All Europe 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400",Buy,Netherlands,2025-12-31,Semiconductors,8.135994587280111
COST,Costco Wholesale Corporation,1013.21,USD,-0.5242747042364065,1.6258776328986997,4.778155231875743,13.588565022421529,8.677371260632203,17.659149499500668,14.132357082511973,179.27508269018745,556.1391011527006,40093.18880536328,1.4029006041223715,1.5715065192015678,989.6587999999999,948.798374999999,18.2416,USD,18.2081,USD,12809000000,USD,35349000000,USD,8099000000,USD,7837000000,USD,0.036096426689919525,0.340659717459882,449513186483,USD,4.92,USD,0.97849256,Retail trade,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 500 ESG, NASDAQ Industrials, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-08-31,Specialty stores,1.5932726277553855
MA,Mastercard Incorporated,498.28,USD,-0.6420737786640134,-0.34400000000000547,-4.110538064814105,-13.981390370638909,-13.678885732104503,-12.691209195563431,4.1337513061650935,33.587131367292216,429.12817245407234,12264.26799007444,2.107612928655148,2.061130690454837,516.1303999999996,552.4169999999998,16.5392,USD,16.521,USD,21029000000,USD,31532000000,USD,14968000000,USD,16912000000,USD,0.5992203678889024,2.5431045624919197,444372229079,USD,3.15,USD,0.8308454,Finance,"S&P 500, S&P 500 Financials, S&P 500 ESG, Nasdaq US Large Cap Growth, KBW NASDAQ Financial Technology, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-12-31,Finance/Rental/Leasing,1.398611979744589
MU,"Micron Technology, Inc.",377.58,USD,-0.04764930114358504,17.38116703453849,-0.6734361024885575,10.821519767544247,95.67279040240456,27.939008894536208,490.56854617971374,297.4526315789474,3523.6084452975047,26631.32743362831,5.622514023257392,6.125752268032302,402.67119999999994,245.6627499999999,7.6514,USD,7.5902,USD,18362000000,USD,15013000000,USD,8539000000,USD,1668000000,USD,0.41072288511958904,0.28343025939259703,425809791896,USD,0.46,USD,1.6064043,Electronic technology,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, S&P 500 ESG, Nasdaq US Large Cap Growth, NASDAQ Computer, NASDAQ-100 Technology Sector, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 200, STOXX Developed Markets 2400, STOXX USA 500",Strong buy,United States,2025-08-31,Semiconductors,4.160917330403736
NFLX,"Netflix, Inc.",98.82,USD,-0.11118973011221432,6.2237987745888335,-0.5134400483237744,7.935120965539824,-18.616429894996916,4.982471050674596,19.370171952479026,79.30433835937073,847.3684210526316,85352.86472903175,2.9835236993246643,2.6969160420867193,88.72839999999985,106.89506000000007,2.5841,USD,2.528,USD,30174738000,USD,22000287000,USD,10981201000,USD,9461053000,USD,0.3749562637016565,0.637817987782151,417234058359.99994,USD,0,USD,1.6689395,Technology services,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, Nasdaq US Large Cap Growth, NASDAQ Industrials, NASDAQ CB Insights Metaverse US, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Internet software/Services,1.6539440203562341
000660,SK hynix Inc.,1033000,KRW,12.77292576419214,16.855203619909503,21.386603995299648,41.31326949384405,142.4882629107981,58.678955453149,500.5813953488372,619.8606271777004,3642.753623188406,15068.869309838472,6.003661712032217,5.52854824948916,914500,551545,42.810387324,USD,41.660671787999995,USD,42156211020,USD,39931238400,USD,29614308030,USD,17839399380,USD,0.2548501840129886,0.205431738799417,411882525492.1875,USD,2.07,USD,1.5906069,Electronic technology,"KOSPI Composite, KOSPI 200, KOSPI 50, KOSPI 100, KRX 100 Consolidated, KTOP 30, KRX Semiconductor, KRX 300 Regular, KRX IT, KOSPI LargeCap, STOXX Emerging Markets 1500, STOXX Asia 100, STOXX Global 200, STOXX East Asia 1800, STOXX East Asia 1800 ex Japan, STOXX Emerging Markets 50",Strong buy,South Korea,2025-12-31,Semiconductors,14.112903225806452
ORCL,Oracle Corporation,143.17,USD,-1.6284183042462586,2.045616535994281,-6.375882814543552,-26.69226830517154,-50.89350025724576,-27.497847774345473,20.45263335015984,92.76962434361114,252.72234540527216,226173.4499707616,3.2076939663923576,3.747369559134904,152.8428,217.5599000000001,4.4615,USD,4.3416,USD,24226000000,USD,38165000000,USD,12443000000,USD,-394000000,USD,1.8981515357410408,5.327465649601491,411763486013.00006,USD,1.7,USD,1.5975155,Technology services,"S&P 500, S&P 500 Information Technology, Nasdaq US Large Cap Growth, ISE CTA Cloud Computing, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 150, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-05-31,Packaged software,4.001715020723163
CVX,Chevron Corporation,201.54,USD,1.347681786181222,-4.438122332859181,5.584660519698238,28.01067073170731,30.759748264452085,32.44832911641968,45.27499459381533,94.6870170015456,113.56363251033164,5018.476190476191,2.874508368890674,2.4279093252814965,189.51839999999964,162.96965000000014,6.6517,USD,6.6266,USD,36876000000,USD,27088000000,USD,12299000000,USD,16817000000,USD,0.25330291436808394,0.250699919549477,402149979880,USD,6.84,USD,0.5871636,Energy minerals,"S&P 500, Dow Jones Industrial Average, S&P 500 Energy, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Integrated oil,2.8909857458341652
601398,Industrial and Commercial Bank of China Limited Class A,7.32,CNY,-1.081081081081082,-3.6842105263157814,3.3898305084745792,-5.426356589147286,0.41152263374485937,-7.45891276864728,9.253731343283585,34.06593406593407,70.2325581395349,119.08650504946506,1.9402010914159216,2.17854709881297,7.268600000000001,7.602600000000003,0.14311725600000003,USD,0.14311725600000003,USD,,,,,52689623520,USD,20988672400,USD,6.678380334302807,2.58420431703983,367818452032.0019,USD,0.044360488000000003,USD,0.06307233,Finance,"SSE Composite, CSI 300, STOXX China A 50",Buy,China,2025-12-31,Major banks,2.7777777777777803
ABBV,AbbVie Inc.,206.37,USD,-0.1548212298611414,-4.040732818748255,-10.414134398333047,-8.377730420884392,-11.531701461825355,-9.779662498907058,13.997679942550961,95.79696394686907,252.64866712235133,457.7567567567568,2.3353827196409322,2.439855521772636,221.1124,216.37484999999987,2.3663,USD,2.361,USD,29052000000,USD,42890000000,USD,4186000000,USD,17816000000,USD,1.118034663178548,,364897016611,USD,6.65,USD,0.3647041,Health technology,"S&P 500, S&P 500 Health Care, S&P 500 ESG, Nasdaq US Large Cap Growth, S&P 100, Russell 3000, Russell 1000, STOXX Global 1800, STOXX North America 600, STOXX USA 500, STOXX Global 1800 ex Asia/Pacific, STOXX Global 1800 ex Europe, STOXX Global 150, STOXX North America 50, STOXX Americas 100, STOXX Global 200, STOXX Developed Markets 2400, STOXX USA 500",Buy,United States,2025-12-31,Pharmaceuticals: major,2.4925693011225647
